# Task: cycling,,,,,,
# Frequency (Hz): 20,,,,,,
# Clock (millisecond): 250,,,,,,
# Duration (seconds): 120,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
21000,37.5,2.87,17,4.3,20.5,3.77
21250,38.25,1.92,11.75,4.55,22.25,1.79
21500,43.67,1.25,16.33,3.77,20,3.67
21750,36.25,2.17,18,4.95,20,4.36
22000,35.25,1.3,16.5,2.87,18.5,4.03
22250,35.25,3.27,16.25,6.53,20.5,0.5
22500,36.25,5.45,18.75,5.54,21.5,4.33
22750,37.5,1.5,17.5,2.5,22,1
23000,41.2,2.32,15.75,4.09,21.5,3.2
23250,38,2.45,15,2,14,3.27
23500,36.25,0.43,15.5,0.5,17,1.73
23750,36,2.12,21.5,1.5,20.5,1.66
24000,30.75,5.76,19.25,3.63,19.67,4.78
24250,38,2.16,15.25,2.17,22.67,1.89
24500,42.67,1.7,16,2.45,20.5,4.5
24750,34.67,1.25,17,5.66,18.75,4.82
25000,35.25,1.3,17.5,2.5,15.75,3.9
25250,36,0,16.5,1.5,23,1.22
25500,37.25,4.21,18,3.67,18.5,2.87
25750,37,4.3,18.67,3.86,18.67,8.26
26000,39.75,3.27,9,5.66,21.67,2.62
26250,41.67,2.36,17,1.22,13.33,6.6
26500,34.5,1.5,19.67,2.62,19,7.07
26750,35,1.41,16.67,2.62,20.67,1.7
27000,36,0,16,4.06,20.75,2.77
27250,36,3.24,19.25,4.26,20.67,4.03
27500,35.25,6.65,17,3.94,21,2.55
27750,41.75,2.17,12,5.24,20.25,4.32
28000,39.75,3.27,15.25,3.42,21.5,2.87
28250,36,0,18,3.56,15,4.24
28500,36,0,12.5,5.22,22.5,1.5
28750,38.67,3.4,20.5,0.87,19.67,0.94
29000,35.75,4.44,16.75,4.26,15,8.57
29250,39.67,1.7,13.5,0.5,22,1.22
29500,41.75,3.49,15,3.08,12.75,5.8
29750,36.25,0.43,19.25,4.26,16,4.95
30000,35.5,0.87,20.25,3.11,17.75,4.09
30250,35,1.22,15.75,2.59,23,0.71
30500,34.25,4.87,21.25,1.79,20.75,2.17
30750,37.75,3.19,18.75,3.96,22.25,2.86
31000,41,1.41,16,0,20.25,1.3
31250,41.75,1.79,15.67,3.09,13.67,1.25
31500,34.75,1.79,19.25,1.3,16.5,5.72
31750,35.25,1.3,20.25,0.43,19.75,4.6
32000,37.25,1.64,21,0,20.33,3.3
32250,29.75,8.95,18.5,3.91,17,7.25
32500,40,0.82,11.75,5.02,23,0.82
32750,43.75,1.79,15.75,2.49,20.5,3.2
33000,38.5,2.5,15,5.89,21,3
33250,34.5,1.5,18,3.74,15.75,3.77
33500,35.25,1.3,13.33,2.36,22.25,1.3
33750,37,5.1,18.67,2.87,18.75,1.3
34000,37,3.74,17,4.74,18.25,7.82
34250,40.75,1.3,12.67,3.3,21.25,1.09
34500,42.75,2.49,17.5,3.35,18.5,3.77
34750,37,1.73,17.25,3.34,20.5,2.5
35000,35.25,1.3,15.25,2.59,20.5,2.87
35250,36.5,0.5,19.75,1.79,21,2.24
35500,30,6.56,18,4.9,19.5,4.5
35750,38.67,2.05,13.5,6.22,22.33,0.47
36000,43.33,1.25,14.33,4.92,21.25,1.92
36250,42,2.12,14.25,7.4,12.25,4.32
36500,36,0,18.33,2.05,19.5,1.5
36750,36,0,11.25,2.59,20.5,1.5
37000,36.75,4.44,18,4.95,20,1.58
37250,37,2.74,18,5.61,21,2.92
37500,39.25,1.48,11.25,4.09,21.5,0.87
37750,43,1.22,17.25,1.3,20,2.92
38000,39.25,3.96,18,3,20,3.74
38250,36,0,17,3.08,17,5.61
38500,35,1.41,19.25,2.86,20,0.82
38750,31.75,4.76,20.5,2.87,20.75,3.27
39000,39.25,0.83,12.5,4.27,22,1.22
39250,41.75,0.43,11.25,5.4,21.25,0.43
39500,44,1.22,15.25,3.7,17.25,2.49
39750,39,2.16,18.67,2.62,20.25,3.11
40000,35.25,1.3,15.5,4.03,19.25,1.79
40250,36,0,11.67,0.47,21.75,0.83
40500,36.25,0.43,19.25,3.03,19,4.06
40750,30.75,6.5,19.5,3.5,20,4.24
41000,39,1.87,12.75,4.97,21.25,2.38
41250,42.75,1.3,14.25,3.77,18.25,7.15
41500,40.75,3.27,16.75,4.02,19.75,3.77
41750,35.25,1.3,21.75,1.92,15.25,6.38
42000,36,0,18.5,2.5,20.67,1.25
42250,35.75,5.36,17.75,2.77,21.25,0.43
42500,37,2.94,16.25,4.71,22.33,2.36
42750,38.75,1.09,13.5,6.02,22,1.87
43000,42.67,0.94,11.33,3.3,21.5,2.29
43250,41.67,2.05,16.5,4.5,18,4.24
43500,37,1.73,18,3.67,20.75,3.49
43750,36,0,13.67,5.73,18.75,2.28
44000,35.25,1.3,14.75,5.36,20,1.22
44250,37,4.06,21.5,2.29,18.25,1.79
44500,38.5,1.8,21,2.45,20.75,4.09
44750,39.75,1.3,9.5,4.72,21.75,1.48
45000,43.5,1.12,16,1.87,20,5.34
45250,40.5,3.2,17,3,18.25,2.77
45500,34.25,1.3,18.33,2.36,18,3.54
45750,36,0,9.75,3.34,20,1.41
46000,37.25,2.17,15.67,1.7,20.33,1.7
46250,35.25,3.9,19.75,2.17,16.75,3.7
46500,39,0.71,18.25,2.59,22.25,1.79
46750,41.75,0.43,12.75,2.86,22.75,0.43
47000,43.25,2.49,16.25,2.05,16.5,3.35
47250,37,1.41,17,3.67,23,1.41
47500,35.4,1.2,20.5,1.66,19.6,3.67
47750,36,0,15,2.12,23.75,0.43
48000,34,1.41,19.75,1.92,22.67,0.47
48250,35.4,4.72,20.75,2.49,21,1.67
48500,39,0,19.75,3.49,21,0
48750,41.5,1.5,10.5,5.02,20.25,1.3
49000,39.5,2.06,15.25,2.17,18.25,3.19
49250,36,0,17,2.94,20,3
49500,35.75,0.43,16.25,1.79,21.5,0.87
49750,35.25,1.3,16.5,3.5,22.5,1.5
50000,37.25,2.17,20,6.36,17.5,6.02
50250,38.25,3.56,17.5,3.91,21,3.08
50500,42.25,2.17,11.25,5.54,20.75,0.83
50750,40.5,3.57,16.75,5.21,15,2.16
51000,35.5,1.5,19.67,3.4,21.67,1.7
51250,35,1.41,19.33,1.7,21,3
51500,36.25,4.55,17,4.24,23,1.22
51750,36,6.38,16.75,4.02,19.33,3.4
52000,38.75,0.83,16,2.92,19.5,4.03
52250,43,1.41,13.67,1.7,18.25,3.9
52500,39.75,2.49,14.5,3.57,16,2.45
52750,35.25,1.3,21,2.12,18,2.55
53000,34.5,1.5,18,1.87,21.25,2.38
53250,29.25,8.79,19.75,3.27,21.5,1.5
53500,37.75,1.09,18.5,2.5,18.5,3.5
53750,41,1.87,10.5,3.2,23.25,1.3
54000,44.75,1.64,17,1,22.5,1.5
54250,39.25,2.86,14.67,2.05,20,5.15
54500,34,2.35,15.33,0.47,21.67,3.09
54750,35.75,2.49,13.25,1.79,21,0.71
55000,37.67,1.25,16,3.46,20,1.63
55250,38.5,1.12,15.25,1.3,20.25,1.92
55500,39,2.24,14.25,1.48,23.67,0.47
55750,44.67,1.25,14,2.45,23.25,1.3
56000,41.25,3.56,9,5,13.5,7.23
56250,35.5,0.87,22.67,1.25,19.33,4.78
56500,34.75,1.79,20,1.87,21.5,2.29
56750,30.75,5.54,20.25,1.48,22.5,1.5
57000,39.75,1.3,10.75,6.22,20,2.74
57250,43.75,1.09,10.25,4.92,19,2.12
57500,36.75,3.27,13.33,1.25,18.67,1.25
57750,34.5,1.5,24,0,19.25,4.26
58000,36,0,19,1.22,19,2.16
58250,33.25,4.21,21.25,0.43,22.75,0.83
58500,35.25,5.26,19,4.3,22.25,3.03
58750,40.25,1.79,11,3.16,22.25,1.09
59000,44.67,0.47,14.33,0.94,20.25,2.49
59250,38.75,2.17,15,4.3,19.25,3.42
59500,35.75,0.43,22,0.82,21,2.45
59750,37,0.82,18,3.08,21.33,2.49
60000,34.5,4.72,20.5,3.91,21.5,2.06
60250,39.25,1.09,15.75,3.96,21.5,2.29
60500,41.5,1.5,8.75,5.07,23.25,0.83
60750,43,2.83,17.33,2.62,16.25,4.15
61000,36,2.12,17.33,2.62,24,0
61250,36,0,20,3.16,19.25,1.79
61500,35.67,0.47,15.33,3.68,23.67,0.47
61750,37,3.27,18,2.94,19.5,5.59
62000,37.25,4.92,18.25,3.03,19.25,4.55
62250,41.5,1.8,10.75,1.92,21.5,1.12
62500,40.25,3.27,15.25,4.6,14.25,3.49
62750,36,0,21.5,2.87,18,5.66
63000,35.25,1.3,12.75,8.32,22,2.12
63250,30,6.52,18.75,1.92,20.5,4.15
63500,38,4.74,17.67,6.34,22.5,2.06
63750,42,1.87,12.5,5.77,20,1.22
64000,41,2.92,14.75,3.49,12,1.87
64250,34.5,1.5,21.5,2.29,19.5,2.06
64500,35.25,1.3,16,2.92,22.25,1.09
64750,35.75,3.27,17.33,2.62,20,3.27
65000,34.5,3.84,18.5,6.1,16.75,5.31
65250,39.5,1.12,17.25,2.86,22.5,2.69
65500,43.33,1.25,8.75,3.7,21.67,3.3
65750,37.25,1.79,17.5,3.5,15,4.06
66000,36,0,23,1.41,17,6.48
66250,35.67,0.47,13.5,1.5,20.25,2.38
66500,30.25,5.21,20,1.73,21.25,3.34
66750,38,3.39,19.67,3.3,22.5,1.5
67000,41.75,1.79,6.5,3.5,21.25,0.83
67250,38.25,2.28,14.67,4.03,18,4.24
67500,35.75,0.43,22.4,1.2,14.2,9.62
67750,35.25,1.3,19,1.41,21.33,0.47
68000,33,0,21.25,0.83,21.33,0.47
68250,35,2.55,21,1.87,20.25,2.49
68500,31,8.16,17,5.1,17.75,8.26
68750,41.2,1.72,11,5.39,21,0
69000,40,2.16,14.67,2.49,13,5.34
69250,36,0,20.5,1.5,18,2.45
69500,36,0,18.25,1.3,20,0.71
69750,35,1.22,21.25,0.43,21,0
70000,37.75,3.83,20.25,3.7,18.5,1.5
70250,37.5,2.69,20,2,19,7.79
70500,41.75,1.79,9.5,5.5,21.5,1.12
70750,40,3.24,14.5,2.5,20.67,4.71
71000,35.25,1.3,20.25,4.92,22.25,4.21
71250,36,0,19.75,2.38,20.25,3.77
71500,37.33,1.89,20.25,1.48,22.67,0.94
71750,34.75,6.53,16.25,4.92,18.5,6.18
72000,40.25,1.79,16,0,22.25,1.3
72250,43.33,1.7,15.67,2.62,16.25,4.97
72500,37.75,2.49,19.25,3.49,20,3.74
72750,36,0,23,2.24,15.5,3.5
73000,36,0,18,1.41,21.75,2.49
73250,30.75,4.92,18,3.67,22.5,2.6
73500,38.75,1.79,15,4.74,23,1.22
73750,42,1.87,15,0.71,18.5,4.33
74000,42.25,2.17,11,3.67,14.75,5.31
74250,36.75,1.3,18.5,4.15,15.5,5.22
74500,35.25,1.3,22.5,1.12,18.75,1.3
74750,33.75,1.3,21,0,21,0
75000,35.75,3.9,21.25,2.68,19.6,3.01
75250,40,1.22,13.25,4.44,22.75,1.3
75500,43,1.58,14,1.63,16,2.83
75750,35.33,3.3,13.75,4.76,14.33,5.19
76000,35.67,0.47,24,0,20,1
76250,36,0,20.75,0.83,20.75,1.79
76500,36,2.12,22.5,0.5,19.25,3.42
76750,32.75,5.67,17,6.96,22.5,3.35
77000,40.75,1.09,14.25,3.27,23.5,0.5
77250,42,2.94,14,1,18.5,2.87
77500,36,2.12,19.75,4.6,22.25,4.26
77750,36,0,21.5,1.8,15,4.55
78000,36.25,2.49,20.67,0.47,20.67,0.47
78250,37.5,3.2,17.5,7.83,21,1.87
78500,39.67,0.94,15,3.08,22.67,1.89
78750,41.33,0.94,12.33,1.25,21.25,0.83
79000,42.25,2.05,14,2,16.5,2.96
79250,36.5,0.87,21,5.2,17.75,1.92
79500,35.75,0.43,15.75,3.96,21.25,2.05
79750,33.75,3.49,20.75,3.49,18.25,6.18
80000,36.75,6.3,17.25,3.9,21.5,3.28
80250,42.25,1.48,13.75,3.34,21,3.54
80500,43.25,2.49,11.75,3.03,18.25,3.9
80750,35,2.45,19,5.15,15.25,6.18
81000,36,0,19.67,2.49,21,0
81250,36.75,1.3,20.5,3.5,21,3
81500,37.5,3.35,20.33,2.87,18.33,3.4
81750,40.25,0.83,17.75,2.49,23,1.58
82000,42,0,12,0,23,0.82
82250,41.5,3.57,13,3.24,10.5,2.06
82500,35,1.41,20.25,3.34,16,2.45
82750,36,0,18.5,1.5,19.67,1.25
83000,38,2.12,21.25,2.17,20,1
83250,31.67,6.55,16.67,4.78,18.25,5.26
83500,41,1.41,10,6.16,22.25,1.3
83750,43,1.22,12.5,1.12,17.5,3.2
84000,37.8,4.49,15.4,3.2,20.25,2.49
84250,35.67,0.47,22.5,0.5,22,1
84500,36,0,21.25,0.43,22.75,1.64
84750,36,2.12,23,0.71,22.25,1.79
85000,31.75,6.72,17.75,4.92,18.25,7.82
85250,40.33,0.94,13.25,2.38,22,1.41
85500,42.75,1.92,10.75,5.49,15.75,2.86
85750,36.25,2.49,20,3.74,22,1.41
86000,35.25,1.3,24,1.63,12.33,0.47
86250,35.75,2.49,20,0,21.67,0.94
86500,38.5,1.8,17.5,4.03,22.75,2.77
86750,40.5,1.5,13.5,2.69,20.5,0.87
87000,43.5,1.12,13.25,1.3,16.25,4.49
87250,40.67,2.36,14,2.45,19,1.41
87500,35.5,1.5,21,4.64,19.75,4.71
87750,35,1.41,21.33,0.47,17,3.24
88000,33.5,2.87,21.5,0.5,20.5,2.29
88250,30.25,6.18,17.5,4.33,22.25,3.7
88500,40.25,0.83,13,1.73,20.25,2.49
88750,43,1.22,7.67,3.09,14,5.61
89000,38,2.45,18,4.9,19.25,2.95
89250,35.5,1.5,23.5,1.8,16.5,2.69
89500,32.75,0.43,19.67,0.47,20.67,1.89
89750,38,2.12,22,1,20,2.12
90000,37.5,2.69,15.25,4.44,20.5,4.77
90250,40.33,1.25,13.75,2.68,18.67,1.7
90500,42.75,0.83,11.5,1.12,18,3.67
90750,37.25,1.79,19.5,4.5,20.67,4.11
91000,36.33,0.47,22.33,1.7,13.25,7.73
91250,33.75,2.49,18.5,1.5,20,1.73
91500,33.5,4.77,22.75,1.09,21.75,1.92
91750,35.75,2.77,18.67,5.56,24.33,1.25
92000,40.25,1.3,15,3,19,1.41
92250,40.75,3.19,11.25,5.63,12.5,3.91
92500,36.25,0.43,22.25,2.95,23.33,6.65
92750,33.75,1.3,19.5,1.66,17.25,1.48
93000,33,0,20,1.22,19.67,0.94
93250,35.25,2.49,21.75,1.3,20.75,1.09
93500,32.75,4.26,18.75,6.87,22.75,1.79
93750,39,0,15.67,1.7,21,2.24
94000,42,0.71,10,4,17.75,3.49
94250,38,2.45,19,5.1,21,2.55
94500,36,0,24.5,0.87,16.5,2.69
94750,34.5,1.5,21.75,0.83,19.5,2.6
95000,35,2.74,23,1.22,19.25,3.11
95250,32.75,5.21,20.33,3.3,21.5,4.15
95500,40.5,1.5,13.67,3.09,20.75,1.09
95750,43,2.12,11.25,2.95,12.75,3.96
96000,35.75,2.17,19.67,4.11,20.5,3.84
96250,35.25,1.3,21.75,2.38,15.75,6.3
96500,34.25,1.79,21,2.16,19,1.63
96750,30.75,6.18,19.75,3.83,20.25,5.12
97000,41.25,0.83,10.25,2.59,22.5,1.5
97250,43.75,0.83,12.75,0.83,20.75,1.09
97500,42.33,1.89,14.5,2.29,12.25,2.17
97750,34.5,1.5,19.33,3.68,19.67,4.11
98000,35,1.41,20.33,0.47,16.25,3.19
98250,35,3.46,20,1.41,21.5,1.12
98500,34,5.74,19,3.16,18.75,5.93
98750,41,1.22,13.33,2.05,21.5,1.5
99000,42.5,0.87,10.5,1.5,19.33,1.7
99250,39,4.24,12.33,3.68,17,4.06
99500,35.5,1.5,21.75,2.49,19,7.52
99750,33.75,1.3,18,2.12,19.5,1.5
100000,36,3.27,20.25,2.28,20.33,1.7
100250,31.75,3.7,19,3.54,21.25,2.95
100500,41,1,10.67,3.4,22.5,1.5
100750,42,0,11.67,2.05,20.25,1.3
101000,43,2.35,12.25,4.32,19.75,3.63
101250,35,2.74,18.5,5.55,21.25,5.54
101500,36.25,0.43,20.25,2.59,18.25,3.19
101750,35.75,3.27,20.5,2.5,21.25,2.05
102000,34,6.36,18.67,4.78,16.67,5.44
102250,41.25,0.83,13.75,1.79,22.2,1.47
102500,42.5,0.87,9,4.24,16.75,4.38
102750,38,3.24,14.75,1.64,23.25,2.49
103000,36.25,0.43,24.67,0.94,17,7.07
103250,36.33,0.47,16,3.67,19.67,0.94
103500,34.33,2.36,20,3.08,21.33,0.94
103750,33,6.52,20.75,2.38,19,6.36
104000,40.67,0.47,11.33,3.3,20.75,4.02
104250,42.5,0.87,12.25,2.95,17.75,1.79
104500,39,4.24,15.75,2.49,21.75,2.68
104750,35.25,1.3,23,2.35,18.75,4.49
105000,35.75,1.79,13.75,3.03,22.25,1.92
105250,34.25,3.03,19.5,3.2,21.25,3.27
105500,35.5,4.15,17.5,4.39,23.25,1.48
105750,41.5,0.87,11.67,4.5,20.67,0.47
106000,44,0.71,9,1.87,18,3.67
106250,39,2.16,14.5,2.29,22.33,1.25
106500,35.25,1.3,23.75,1.79,20.5,2.5
106750,36,0,10.33,1.89,21.25,2.17
107000,35,3.74,22,0.82,22.5,1.12
107250,37.33,1.89,17.5,4.92,22.33,0.94
107500,41,1.22,12.75,3.9,20.75,0.43
107750,42,0,8.5,0.5,19.5,1.12
108000,37,4.1,17.29,4.35,18.13,3.24
108250,37,4.1,17.29,4.35,18.13,3.24
108500,37.25,5.54,15.5,3.91,21,5.2
108750,41.75,2.17,14.25,3.27,21,2.12
109000,41.5,3.57,14.25,1.48,20,1.22
109250,34,1.41,20,3.81,20,3.74
109500,36,0,19.75,3.49,19.5,1.5
109750,35,1.41,15.33,4.19,21.75,2.49
110000,32.25,4.44,20.25,3.11,22.25,1.3
110250,39,0,15.75,5.8,22.33,1.25
110500,41.75,0.43,6.75,4.26,21.5,0.5
110750,42.5,0.5,10.25,1.3,18,2.55
111000,37.25,3.56,15.75,1.48,22.5,1.12
111250,36,0,21.5,2.29,19.25,1.92
111500,35.75,2.17,18.25,3.7,23.25,1.3
111750,28.75,9.91,20,3.56,19,4.55
112000,41.5,0.87,13,2.83,22,2
112250,43.25,1.09,11.25,1.3,16.75,2.86
112500,38.33,2.62,14.5,2.5,20,1.41
112750,35.75,0.43,23.5,1.5,19.25,3.7
113000,35,1.41,15.33,1.89,20.25,2.59
113250,37.5,3.2,17.25,5.4,21.25,2.05
113500,37.75,3.42,17.33,2.62,20.25,4.92
113750,41.5,0.87,11.75,1.48,21.25,0.83
114000,42,0,7,2.35,21,0.71
114250,42.25,1.92,11.33,4.5,20,2.74
114500,35.75,1.79,21.33,2.49,21,2.45
114750,35.25,1.3,16.33,3.4,21,3.56
115000,33.33,2.87,22,1,22,2
115250,38.25,3.03,18,5.61,23.5,0.5
115500,42,0,9.75,3.49,21,0
115750,42.33,2.49,7.5,6.5,16,4.53
116000,36.5,1.5,17,0.82,15,8.83
116250,36,0,22,1.58,18,2.12
116500,34.5,1.5,19.67,1.25,23,1.41
116750,35.5,3.57,18.25,7.69,23,1.22
117000,39.5,0.5,16.75,4.55,21.75,2.59
117250,42.33,0.47,11.5,0.5,17,2
117500,35.6,1.85,15.8,4.92,19.33,3.73
117750,36,0,22.33,1.25,20.33,1.7
118000,35.25,1.48,18.5,2.87,23.25,1.3
118250,37.5,2.87,19.25,4.26,22.5,1.5
118500,40.33,1.25,16,2,23.33,2.05
118750,42.33,0.47,6.67,3.77,20.33,0.47
119000,43,1.41,11.67,2.49,14,5.1
119250,36.75,1.09,16.75,3.03,21.5,2.6
119500,36.33,0.47,20.33,2.05,20.5,2.18
119750,35.25,1.3,16.5,1.12,22.75,2.17
