# Task: lying,,,,,,
# Frequency (Hz): 20,,,,,,
# Clock (millisecond): 250,,,,,,
# Duration (seconds): 120,,,,,,
# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
40500,48,0,6.75,0.43,5.75,0.43
40750,48,0,7,0,5,0.71
41000,48,0,7,0,5.25,0.83
41250,48,0,7.5,0.5,5.25,0.83
41500,48,0,7,0,5.5,0.5
41750,48,0,6.75,0.43,4.75,0.83
42000,48,0,7,0,4.5,0.5
42250,48,0,6.25,0.43,4.5,0.5
42500,48,0,6,0,5,0
42750,48,0,5.75,0.43,5,0.71
43000,48,0,6,0,3.33,0.47
43250,48,0,6.75,0.43,3.67,1.25
43500,48,0,7,0,3.5,0.5
43750,48,0,7.25,0.43,3.75,1.3
44000,48,0,7.75,0.43,3.75,0.83
44250,48,0,8,0,3.5,0.87
44500,48,0,8.5,0.5,3,0.82
44750,48,0,8,0,3.25,1.3
45000,48,0,7.5,0.5,3.75,0.83
45250,48,0,7,0,5,0
45500,48,0,6.75,0.43,5.25,0.83
45750,48,0,6,0,5.25,0.83
46000,48,0,6,0,6,0
46250,48,0,6.33,0.47,5.25,0.43
46500,48,0,7,0,4,0.71
46750,48,0,7,0,4.25,0.43
47000,48,0,7,0,3.75,0.83
47250,48,0,7.5,0.5,3.75,0.43
47500,48,0,8,0,4,1
47750,48,0,8,0,3.5,0.5
48000,48,0,8,0,3.5,0.5
48250,48,0,8,0,3,0.82
48500,48,0,8,0,4,1
48750,48,0,7.25,0.43,4,1.22
49000,48,0,7,0,4.33,0.94
49250,48,0,7,0,4.25,1.09
49500,48,0,6.5,0.87,4.5,1.12
49750,48,0,5.25,0.43,4.75,0.43
50000,48,0,5,0,4,0.82
50250,48,0,5.5,0.5,4.67,1.25
50500,48,0,5,0,5.25,0.83
50750,48,0,5.25,0.43,5.75,0.43
51000,48,0,5.75,0.43,6.25,0.43
51250,48,0,6.5,0.5,6,0.71
51500,48,0,7.25,0.43,5.75,0.43
51750,48,0,8,0,5.33,0.94
52000,48,0,8.25,0.43,5.33,0.94
52250,48,0,9,0,5.33,0.47
52500,48,0,8.33,0.47,5.25,0.43
52750,48,0,8,0,4.75,0.83
53000,48,0,8,0,5.25,0.43
53250,48,0,8,0,4.75,0.83
53500,48,0,8.75,0.43,4.75,0.83
53750,48,0,8.25,0.43,3.67,0.47
54000,48,0,8.75,0.43,3.67,0.47
54250,48,0,10.5,0.5,2,0
54500,48,0,9.75,0.83,1,0
54750,48,0,8.75,0.43,1,0
55000,48,0,8.5,0.5,6,0
55250,48,0,9,0,3.5,1.5
55500,48,0,8.25,0.43,2,1
55750,48,0,8,0,2.33,1.25
56000,48,0,8,0,1,0
56250,48,0,7.25,0.43,0,0
56500,48,0,7.25,0.43,2,0
56750,48,0,8.5,0.5,1,0
57000,48,0,9,1,6,0
57250,48,0,9,0,3.5,0.5
57500,48,0,9,0,2.25,1.09
57750,48,0,8.33,0.47,2.5,0.5
58000,48,0,7.5,0.5,5.5,0.5
58250,48,0,7.75,0.43,5,0.71
58500,48,0,7.5,0.5,4.67,1.25
58750,48,0,5.67,0.47,5,1
59000,48,0,6.33,1.25,4.25,0.43
59250,48,0,7.67,1.25,4.75,2.38
59500,48,0,5.5,2.5,2.33,0.94
59750,48,0,7.33,1.25,4,0.82
60000,48,0,10.5,0.87,5,0
60250,48,0,10.75,0.83,0,0
60500,48,0,9.33,0.94,1,0
60750,48,0,10,1.41,2,0
61000,48,0,8,0.71,4.5,1.5
61250,48,0,6.25,2.68,5,0.82
61500,48,0,6.5,1.5,4,2.16
61750,48,0,4.5,1.66,1,0
62000,48.33,0.47,2.33,1.25,3,1.87
62250,48,0,6.67,2.05,3.75,3.11
62500,48.25,0.43,11,0.71,10,1.58
62750,48,0,7.67,2.62,8,2.45
63000,48.25,0.83,6.25,2.17,6,2
63250,48,0,10.25,1.48,3,0
63500,48,0,7.5,2.29,3.67,3.77
63750,48,0,5.5,2.87,3.75,2.77
64000,48.33,0.47,10.67,0.94,0,0
64250,48,0,9,0.71,3.67,1.25
64500,48,0,6.33,0.47,7.33,2.49
64750,48,0,6,1,6.25,0.43
65000,48,0,4,1.41,2,1
65250,48,0,5.5,3.2,4.33,2.36
65500,48,0,7,1.22,4.75,1.3
65750,48,0,7,0.71,3,0.82
66000,48,0,7.5,1.12,2,0.82
66250,48,0,8,1,1,0
66500,48,0,7.5,1.5,1,0
66750,48,0,7.25,1.48,2,0
67000,48,0,6.75,1.48,2,1
67250,48,0,7.5,1.12,4.5,0.5
67500,48,0,6.33,0.94,0,0
67750,48,0,6.25,0.83,2,0
68000,48,0,6.67,0.94,6,0
68250,48,0,9.5,0.87,3,0
68500,48,0,9,0.82,2,0.82
68750,48,0,7,0.71,4,2
69000,48,0,7,0.71,3.75,0.43
69250,48,0,7,0.71,2.67,0.94
69500,48,0,9.25,0.43,1.67,0.94
69750,48,0,9.75,0.43,1.5,0.5
70000,48,0,9.25,0.43,1.33,0.47
70250,48,0,9.5,0.5,1,0
70500,48,0,10.25,0.43,3,0
70750,48,0,10.67,0.47,2,0
71000,48,0,10.75,0.43,1.5,0.5
71250,48,0,10.25,0.43,1.5,0.5
71500,48,0,10,0,1,0
71750,48,0,9.67,0.47,1,0
72000,48,0,9.75,0.43,2,0
72250,48,0,9.5,0.5,1.5,0.5
72500,48,0,9.5,0.5,1.33,0.47
72750,48,0,9.25,0.43,1.75,0.43
73000,48,0,9.25,0.43,1.67,0.47
73250,48,0,9,0,2,0.82
73500,48,0,8.5,0.5,2,1
73750,48,0,8.5,0.5,1.75,0.83
74000,48,0,8.33,0.47,2,0
74250,48,0,8,0,2.33,0.47
74500,48,0,7.25,0.43,3.25,0.43
74750,48,0,7,0,4,0
75000,48,0,7,0,3,0
75250,48,0,7,0,2,0.71
75500,48,0,7,0,2.5,0.5
75750,48,0,6.75,0.43,2.67,0.47
76000,48,0,6,0,2.5,0.5
76250,48,0,6.25,0.43,2.67,0.47
76500,48,0,6.5,0.5,2,0
76750,48,0,6.5,0.5,1.75,0.83
77000,48,0,6,0,2.33,0.47
77250,48,0,6,0,2,0
77500,48,0,6,0,2.5,1.5
77750,48,0,6,0,3,0
78000,48,0,5.5,0.5,3,0
78250,48,0,6.33,0.47,1.5,0.5
78500,48,0,6.25,0.43,1.5,0.5
78750,48,0,6.75,0.43,1.67,0.47
79000,48,0,6,0,2.25,0.83
79250,48,0,7,0,2.25,0.83
79500,48,0,6.25,0.43,2.25,1.3
79750,48,0,6.33,0.47,2,0
80000,48,0,6,0,1.5,0.5
80250,48,0,5.5,0.5,2,0
80500,48,0,5.25,0.43,2,0.71
80750,48,0,5,0,3.5,0.5
81000,48,0,5,0,1.75,0.43
81250,48,0,6,0.82,2.5,1.12
81500,48,0,5.25,0.43,2.25,0.83
81750,48,0,5.25,0.43,2.5,0.87
82000,48,0,5,0,2.5,1.5
82250,48,0,5,0,2.33,0.47
82500,48,0,5,0,2,1
82750,48,0,5.33,0.47,0,0
83000,48,0,5.75,0.43,2,0
83250,48,0,6.25,0.43,2.33,1.25
83500,48,0,6,0,2,0.82
83750,48,0,6.25,0.43,2,0
84000,48,0,6,0,2,0
84250,48,0,5.75,0.43,2.67,0.47
84500,48,0,6,0,1.75,0.83
84750,48,0,5.5,0.5,2,1
85000,48,0,5.75,0.43,2,0.82
85250,48,0,5.25,0.43,2.5,0.5
85500,48,0,5,0,2.5,0.5
85750,48,0,5.25,0.43,2.5,0.5
86000,48,0,5,0,2.5,0.5
86250,48,0,6,0.71,1.75,0.43
86500,48,0,5.75,0.43,2.67,0.47
86750,48,0,5.5,0.5,1.33,0.47
87000,48,0,5.5,0.5,1.75,0.83
87250,48,0,6,0,1.75,0.43
87500,48,0,5.75,0.43,1.75,0.83
87750,48,0,5.25,0.43,2,0
88000,48,0,5.5,0.5,1.33,0.47
88250,48,0,6,0,2,0
88500,48,0,5,0,2,0
88750,48,0,5,0,2.33,0.47
89000,48,0,5,0,2,0.82
89250,48,0,5,0,2,1
89500,48,0,5,0,1.67,0.94
89750,48,0,4.25,0.43,2.5,0.5
90000,48,0,4.5,0.5,2,0
90250,48,0,4.75,0.43,1.75,0.43
90500,48,0,4.67,0.47,2.5,0.5
90750,48,0,5,0,2,0
91000,48,0,5.25,0.43,2.5,0.5
91250,48,0,5,0,1,0
91500,48,0,5,0,1,0
91750,48,0,5,0,1,0
92000,48,0,4.67,0.47,2,0
92250,48,0,5,0,2,0.82
92500,48,0,4.67,0.94,1.5,0.5
92750,48,0,4.75,0.43,2,1
93000,48,0,4.67,0.47,2,0
93250,48,0,4.75,0.43,1.67,0.94
93500,48,0,4.67,0.47,1.5,0.5
93750,48,0,5.33,0.47,3,0
94000,48,0,5.75,0.43,1.67,0.94
94250,48,0,6.5,0.5,1,0
94500,48,0,6.25,0.43,2.5,0.5
94750,48,0,5.5,0.5,2,0.82
95000,48,0,5.25,0.43,1.75,0.43
95250,48,0,6,0,0,0
95500,48,0,6,0,0,0
95750,48,0,5.38,0.49,2.43,0.82
96000,48,0,5.38,0.49,2.43,0.82
96250,48,0,6,0,2,0
96500,48,0,5.5,0.5,2,0
96750,48,0,5.5,0.5,2.33,1.25
97000,48,0,6,0,2.33,0.47
97250,48,0,5.5,0.5,1.67,0.94
97500,48,0,6.33,0.47,1.5,0.5
97750,48,0,6.75,0.43,1,0
98000,48,0,7,0,1,0
98250,48,0,7,0,1,0
98500,48,0,6,0,1.33,0.47
98750,48,0,5.67,0.47,1,0
99000,48,0,5.67,0.47,2,0
99250,48,0,5.75,0.43,2,0.82
99500,48,0,6,0,1,0
99750,48,0,6.33,0.47,1,0
100000,48,0,6.25,0.43,1,0
100250,48,0,6,0,1,0
100500,48,0,6.25,0.43,1,0
100750,48,0,6,0,1,0
101000,48,0,5.75,0.43,1,0
101250,48,0,6,0.71,1,0
101500,48,0,6,0,1,0
101750,48,0,6,0,1,0
102000,48,0,6,0.82,4.5,1.5
102250,48,0,8,0.71,4.4,0.8
102500,48,0,9,0,4.5,1.12
102750,48,0,9.5,0.5,4,0.82
103000,48,0,9.33,0.47,2.67,0.47
103250,48,0,9,0,3.33,0.47
103500,48,0,8.5,0.5,4,0.82
103750,48,0,7.33,0.47,3,0
104000,48,0,6.75,0.43,1,0
104250,48,0,5.75,0.43,3,0
104500,48,0,5.67,0.47,1.5,0.5
104750,48,0,5.75,0.43,2,0
105000,48,0,6,0,1.5,0.87
105250,48,0,6.25,0.43,1.33,0.47
105500,48,0,6.25,0.43,1,0
105750,48,0,6.25,0.43,1.33,0.47
106000,48,0,6.25,0.43,1.33,0.47
106250,48,0,6,0,1.75,0.83
106500,48,0,6,0,3,0
106750,48,0,6,0,1.5,0.5
107000,48,0,5.67,0.47,2,0
107250,48,0,6,0,1.75,0.83
107500,48,0,6,0,3,0
107750,48,0,6,0,2.33,0.47
108000,48,0,5.67,0.47,2,0.71
108250,48,0,6,0,2,0.82
108500,48,0,6.25,0.43,2.33,0.47
108750,48,0,7,0,2.75,0.83
109000,48,0,6,0,2.25,0.83
109250,48,0,7,0,2.33,0.94
109500,48,0,7,0.71,2.5,0.5
109750,48,0,6.25,0.43,3.33,1.25
110000,48,0,7,0,3,0
110250,48,0,7,0,2.5,1.12
110500,48,0,7.33,0.47,4,0
110750,48,0,7,0.71,2,1
111000,48,0,6.25,0.43,1.5,0.5
111250,48,0,6.25,0.43,1.67,0.47
111500,48,0,6,0,1.5,0.5
111750,48,0,5.67,0.47,1,0
112000,48,0,6,0,2,0.82
112250,48,0,5.5,0.5,2,0
112500,48,0,5.75,0.43,1,0
112750,48,0,5.25,0.43,1.25,0.43
113000,48,0,6.25,0.83,2.33,0.94
113250,48,0,6.5,0.5,1.67,0.94
113500,48,0,6.75,0.43,2,1
113750,48,0,6,0,1,0
114000,48,0,6,0,1,0
114250,48,0,6,0,1,0
114500,48,0,6,0,1,0
114750,48,0,5.67,0.47,1.33,0.47
115000,48,0,5.67,0.47,1,0
115250,48,0,5.25,0.43,2,0
115500,48,0,6.25,0.83,2,0.82
115750,48,0,6.25,0.43,2,0
116000,48,0,6.5,0.5,1.67,0.94
116250,48,0,6,0.71,1.25,0.43
116500,48,0,6,0,1,0
116750,48,0,5.75,0.43,1,0
117000,48,0,5.33,0.47,1,0
117250,48,0,5,0,1.6,0.49
117500,48,0,4.67,0.47,1.33,0.47
117750,48,0,4.75,0.43,2,0
118000,48,0,5,0,1.5,0.5
118250,48,0,5,0,1,0
118500,48,0,5,0,1.67,0.94
118750,48,0,5,0,1.75,0.43
119000,48,0,5.25,0.43,2.33,0.47
119250,48,0,6,0,2,0.82
119500,48,0,6,0,2.33,0.47
119750,48,0,6,0,2,0
